[2026-03-09 02:42:32] 删除文件: generate_synthetic.log
[2026-03-09 02:42:32] 清理完成，已删除 79 个合成数据目录。可重新运行: python generate_synthetic_500.py
[2026-03-09 02:42:49] ======== 开始生成 500 条合成数据 ========
[2026-03-09 02:42:49] 生成 500 条合成数据（单线程顺序）
[2026-03-09 02:42:49] 目标行数分布: min=6 max=134 前20个=[13, 16, 13, 23, 20, 35, 10, 12, 14, 16, 15, 16, 7, 35, 26, 32, 10, 50, 44, 60]
[2026-03-09 02:42:49] API Key 已配置，开始顺序生成...
[2026-03-09 02:43:07]   [(1/500)] meaningful_000 OK (lines=23)
[2026-03-09 05:06:00]   [(244/500)] nonsense_043 PNG 渲染失败
[2026-03-09 05:06:31]   [(244/500)] nonsense_043 OK (lines=41)
[2026-03-09 05:06:46]   [(245/500)] nonsense_044 OK (lines=9)
[2026-03-09 05:06:54]     [mermaid.ink 400] attempt 1
[2026-03-09 05:06:59]     [mermaid.ink 400] attempt 2
[2026-03-09 05:07:05]     [mermaid.ink 400] attempt 3
[2026-03-09 05:07:09]   [(246/500)] nonsense_045 PNG 渲染失败
[2026-03-09 05:07:22]     [mermaid.ink 400] attempt 1
[2026-03-09 05:07:28]     [mermaid.ink 400] attempt 2
[2026-03-09 05:07:33]     [mermaid.ink 400] attempt 3
[2026-03-09 05:07:37]   [(246/500)] nonsense_045 PNG 渲染失败
[2026-03-09 05:07:51]     [mermaid.ink 400] attempt 1
[2026-03-09 05:07:56]     [mermaid.ink 400] attempt 2
[2026-03-09 05:08:02]     [mermaid.ink 400] attempt 3
[2026-03-09 05:08:06]   [(246/500)] nonsense_045 PNG 渲染失败
[2026-03-09 05:08:36]   [(246/500)] nonsense_045 OK (lines=56)
[2026-03-09 05:08:58]   [(247/500)] nonsense_046 OK (lines=20)
[2026-03-09 05:09:07]     [mermaid.ink 400] attempt 1
[2026-03-09 05:09:12]     [mermaid.ink 400] attempt 2
[2026-03-09 05:09:18]     [mermaid.ink 400] attempt 3
[2026-03-09 05:09:22]   [(248/500)] nonsense_047 PNG 渲染失败
[2026-03-09 05:09:32]     [mermaid.ink 400] attempt 1
[2026-03-09 05:09:38]     [mermaid.ink 400] attempt 2
[2026-03-09 05:09:43]     [mermaid.ink 400] attempt 3
[2026-03-09 05:09:47]   [(248/500)] nonsense_047 PNG 渲染失败
[2026-03-09 05:10:06]   [(248/500)] nonsense_047 OK (lines=8)
[2026-03-09 05:10:24]   [(249/500)] nonsense_048 OK (lines=11)
[2026-03-09 05:10:57]   [(250/500)] nonsense_049 OK (lines=67)
[2026-03-09 05:11:09]     [mermaid.ink 503] attempt 1
[2026-03-09 05:11:25]   [(251/500)] nonsense_050 OK (lines=15)
[2026-03-09 05:11:45]   [(252/500)] nonsense_051 OK (lines=26)
[2026-03-09 05:11:56]     [mermaid.ink 400] attempt 1
[2026-03-09 05:12:02]     [mermaid.ink 400] attempt 2
[2026-03-09 05:12:07]     [mermaid.ink 400] attempt 3
[2026-03-09 05:12:11]   [(253/500)] nonsense_052 PNG 渲染失败
[2026-03-09 05:12:44]   [(253/500)] nonsense_052 OK (lines=74)
[2026-03-09 05:12:52]     [mermaid.ink 400] attempt 1
[2026-03-09 05:12:57]     [mermaid.ink 400] attempt 2
[2026-03-09 05:13:03]     [mermaid.ink 400] attempt 3
[2026-03-09 05:13:07]   [(254/500)] nonsense_053 PNG 渲染失败
[2026-03-09 05:13:28]   [(254/500)] nonsense_053 OK (lines=14)
[2026-03-09 05:13:48]   [(255/500)] nonsense_054 OK (lines=18)
[2026-03-09 05:14:15]   [(256/500)] nonsense_055 OK (lines=33)
[2026-03-09 05:14:25]     [mermaid.ink 400] attempt 1
[2026-03-09 05:14:31]     [mermaid.ink 400] attempt 2
[2026-03-09 05:14:37]     [mermaid.ink 400] attempt 3
[2026-03-09 05:14:41]   [(257/500)] nonsense_056 PNG 渲染失败
[2026-03-09 05:14:54]     [mermaid.ink 400] attempt 1
[2026-03-09 05:14:59]     [mermaid.ink 400] attempt 2
[2026-03-09 05:15:05]     [mermaid.ink 400] attempt 3
[2026-03-09 05:15:09]   [(257/500)] nonsense_056 PNG 渲染失败
[2026-03-09 05:15:22]     [mermaid.ink 400] attempt 1
[2026-03-09 05:15:28]     [mermaid.ink 400] attempt 2
[2026-03-09 05:15:33]     [mermaid.ink 400] attempt 3
[2026-03-09 05:15:37]   [(257/500)] nonsense_056 PNG 渲染失败
[2026-03-09 05:15:50]     [mermaid.ink 400] attempt 1
[2026-03-09 05:15:56]     [mermaid.ink 400] attempt 2
[2026-03-09 05:16:01]     [mermaid.ink 400] attempt 3
[2026-03-09 05:16:05]   [(257/500)] nonsense_056 PNG 渲染失败
[2026-03-09 05:16:32]   [(257/500)] nonsense_056 OK (lines=43)
[2026-03-09 05:16:44]     [mermaid.ink 503] attempt 1
[2026-03-09 05:17:02]   [(258/500)] nonsense_057 OK (lines=14)
[2026-03-09 05:17:14]     [mermaid.ink 503] attempt 1
[2026-03-09 05:17:29]   [(259/500)] nonsense_058 OK (lines=9)
[2026-03-09 05:17:54]   [(260/500)] nonsense_059 OK (lines=77)
[2026-03-09 05:18:17]   [(261/500)] nonsense_060 OK (lines=19)
[2026-03-09 05:18:43]   [(262/500)] nonsense_061 OK (lines=50)
[2026-03-09 05:18:52]     [mermaid.ink 400] attempt 1
[2026-03-09 05:18:57]     [mermaid.ink 400] attempt 2
[2026-03-09 05:19:03]     [mermaid.ink 400] attempt 3
[2026-03-09 05:19:07]   [(263/500)] nonsense_062 PNG 渲染失败
[2026-03-09 05:19:20]     [mermaid.ink 400] attempt 1
[2026-03-09 05:19:25]     [mermaid.ink 400] attempt 2
[2026-03-09 05:19:31]     [mermaid.ink 400] attempt 3
[2026-03-09 05:19:35]   [(263/500)] nonsense_062 PNG 渲染失败
[2026-03-09 05:20:02]   [(263/500)] nonsense_062 OK (lines=21)
[2026-03-09 05:20:31]   [(264/500)] nonsense_063 OK (lines=40)
[2026-03-09 05:20:52]   [(265/500)] nonsense_064 OK (lines=31)
[2026-03-09 05:21:01]     [mermaid.ink 400] attempt 1
[2026-03-09 05:21:07]     [mermaid.ink 400] attempt 2
[2026-03-09 05:21:12]     [mermaid.ink 400] attempt 3
[2026-03-09 05:21:16]   [(266/500)] nonsense_065 PNG 渲染失败
[2026-03-09 05:21:42]   [(266/500)] nonsense_065 OK (lines=34)
[2026-03-09 05:22:07]   [(267/500)] nonsense_066 OK (lines=26)
[2026-03-09 05:22:16]     [mermaid.ink 400] attempt 1
[2026-03-09 05:22:22]     [mermaid.ink 400] attempt 2
[2026-03-09 05:22:27]     [mermaid.ink 400] attempt 3
[2026-03-09 05:22:31]   [(268/500)] nonsense_067 PNG 渲染失败
[2026-03-09 05:22:55]   [(268/500)] nonsense_067 OK (lines=45)
[2026-03-09 05:23:16]   [(269/500)] nonsense_068 OK (lines=24)
[2026-03-09 05:23:24]     [mermaid.ink 400] attempt 1
[2026-03-09 05:23:29]     [mermaid.ink 400] attempt 2
[2026-03-09 05:23:35]     [mermaid.ink 400] attempt 3
[2026-03-09 05:23:39]   [(270/500)] nonsense_069 PNG 渲染失败
[2026-03-09 05:23:50]     [mermaid.ink 400] attempt 1
[2026-03-09 05:23:56]     [mermaid.ink 400] attempt 2
[2026-03-09 05:24:01]     [mermaid.ink 400] attempt 3
[2026-03-09 05:24:05]   [(270/500)] nonsense_069 PNG 渲染失败
[2026-03-09 05:24:20]     [mermaid.ink 400] attempt 1
[2026-03-09 05:24:26]     [mermaid.ink 400] attempt 2
[2026-03-09 05:24:32]     [mermaid.ink 400] attempt 3
[2026-03-09 05:24:36]   [(270/500)] nonsense_069 PNG 渲染失败
[2026-03-09 05:24:47]     [mermaid.ink 400] attempt 1
[2026-03-09 05:24:53]     [mermaid.ink 400] attempt 2
[2026-03-09 05:24:58]     [mermaid.ink 400] attempt 3
[2026-03-09 05:25:02]   [(270/500)] nonsense_069 PNG 渲染失败
[2026-03-09 05:25:12]     [mermaid.ink 400] attempt 1
[2026-03-09 05:25:18]     [mermaid.ink 400] attempt 2
[2026-03-09 05:25:23]     [mermaid.ink 400] attempt 3
[2026-03-09 05:25:27]   [(270/500)] nonsense_069 PNG 渲染失败
[2026-03-09 05:25:31]   [(270/500)] nonsense_069 失败，已跳过
[2026-03-09 05:25:56]   [(271/500)] nonsense_070 OK (lines=15)
[2026-03-09 05:26:15]   [(272/500)] nonsense_071 OK (lines=24)
[2026-03-09 05:26:42]   [(273/500)] nonsense_072 OK (lines=37)
[2026-03-09 05:27:06]   [(274/500)] nonsense_073 OK (lines=26)
[2026-03-09 05:27:22]   [(275/500)] nonsense_074 OK (lines=9)
[2026-03-09 05:27:38]   [(276/500)] nonsense_075 OK (lines=10)
[2026-03-09 05:28:01]   [(277/500)] nonsense_076 OK (lines=31)
[2026-03-09 05:28:22]   [(278/500)] nonsense_077 OK (lines=35)
[2026-03-09 05:28:44]   [(279/500)] nonsense_078 OK (lines=16)
[2026-03-09 05:29:07]   [(280/500)] nonsense_079 OK (lines=20)
[2026-03-09 05:29:27]   [(281/500)] nonsense_080 OK (lines=54)
[2026-03-09 05:29:47]   [(282/500)] nonsense_081 OK (lines=16)
[2026-03-09 05:29:58]     [mermaid.ink 400] attempt 1
[2026-03-09 05:30:04]     [mermaid.ink 400] attempt 2
[2026-03-09 05:30:09]     [mermaid.ink 400] attempt 3
[2026-03-09 05:30:13]   [(283/500)] nonsense_082 PNG 渲染失败
[2026-03-09 05:30:30]     [mermaid.ink 503] attempt 1
[2026-03-09 05:30:49]   [(283/500)] nonsense_082 OK (lines=20)
[2026-03-09 05:31:15]   [(284/500)] nonsense_083 OK (lines=35)
[2026-03-09 05:31:36]   [(285/500)] nonsense_084 OK (lines=27)
[2026-03-09 05:31:46]     [mermaid.ink 400] attempt 1
[2026-03-09 05:31:51]     [mermaid.ink 400] attempt 2
[2026-03-09 05:31:57]     [mermaid.ink 400] attempt 3
[2026-03-09 05:32:01]   [(286/500)] nonsense_085 PNG 渲染失败
[2026-03-09 05:32:24]   [(286/500)] nonsense_085 OK (lines=18)
[2026-03-09 05:32:33]     [mermaid.ink 400] attempt 1
[2026-03-09 05:32:39]     [mermaid.ink 400] attempt 2
[2026-03-09 05:32:44]     [mermaid.ink 400] attempt 3
[2026-03-09 05:32:48]   [(287/500)] nonsense_086 PNG 渲染失败
[2026-03-09 05:33:00]     [mermaid.ink 400] attempt 1
[2026-03-09 05:33:06]     [mermaid.ink 400] attempt 2
[2026-03-09 05:33:11]     [mermaid.ink 400] attempt 3
[2026-03-09 05:33:15]   [(287/500)] nonsense_086 PNG 渲染失败
[2026-03-09 05:33:27]     [mermaid.ink 400] attempt 1
[2026-03-09 05:33:33]     [mermaid.ink 400] attempt 2
[2026-03-09 05:33:38]     [mermaid.ink 400] attempt 3
[2026-03-09 05:33:42]   [(287/500)] nonsense_086 PNG 渲染失败
[2026-03-09 05:33:55]     [mermaid.ink 400] attempt 1
[2026-03-09 05:34:00]     [mermaid.ink 400] attempt 2
[2026-03-09 05:34:06]     [mermaid.ink 400] attempt 3
[2026-03-09 05:34:10]   [(287/500)] nonsense_086 PNG 渲染失败
[2026-03-09 05:34:33]   [(287/500)] nonsense_086 OK (lines=20)
[2026-03-09 05:34:50]   [(288/500)] nonsense_087 OK (lines=7)
[2026-03-09 05:34:58]     [mermaid.ink 400] attempt 1
[2026-03-09 05:35:03]     [mermaid.ink 400] attempt 2
[2026-03-09 05:35:09]     [mermaid.ink 400] attempt 3
[2026-03-09 05:35:13]   [(289/500)] nonsense_088 PNG 渲染失败
[2026-03-09 05:35:33]   [(289/500)] nonsense_088 OK (lines=9)
[2026-03-09 05:35:51]   [(290/500)] nonsense_089 OK (lines=10)
[2026-03-09 05:35:59]     [mermaid.ink 400] attempt 1
[2026-03-09 05:36:05]     [mermaid.ink 400] attempt 2
[2026-03-09 05:36:11]     [mermaid.ink 400] attempt 3
[2026-03-09 05:36:15]   [(291/500)] nonsense_090 PNG 渲染失败
[2026-03-09 05:36:39]   [(291/500)] nonsense_090 OK (lines=16)
[2026-03-09 05:36:47]     [mermaid.ink 400] attempt 1
[2026-03-09 05:36:52]     [mermaid.ink 400] attempt 2
[2026-03-09 05:36:58]     [mermaid.ink 400] attempt 3
[2026-03-09 05:37:02]   [(292/500)] nonsense_091 PNG 渲染失败
[2026-03-09 05:37:14]     [mermaid.ink 400] attempt 1
[2026-03-09 05:37:20]     [mermaid.ink 400] attempt 2
[2026-03-09 05:37:25]     [mermaid.ink 400] attempt 3
[2026-03-09 05:37:29]   [(292/500)] nonsense_091 PNG 渲染失败
[2026-03-09 05:37:56]   [(292/500)] nonsense_091 OK (lines=23)
[2026-03-09 05:38:19]   [(293/500)] nonsense_092 OK (lines=35)
[2026-03-09 05:38:27]     [mermaid.ink 400] attempt 1
[2026-03-09 05:38:33]     [mermaid.ink 400] attempt 2
[2026-03-09 05:38:39]     [mermaid.ink 400] attempt 3
[2026-03-09 05:38:43]   [(294/500)] nonsense_093 PNG 渲染失败
[2026-03-09 05:39:07]   [(294/500)] nonsense_093 OK (lines=27)
[2026-03-09 05:39:32]   [(295/500)] nonsense_094 OK (lines=51)
[2026-03-09 05:39:56]   [(296/500)] nonsense_095 OK (lines=41)
[2026-03-09 05:40:18]   [(297/500)] nonsense_096 OK (lines=26)
[2026-03-09 05:40:34]   [(298/500)] nonsense_097 OK (lines=9)
[2026-03-09 05:40:58]   [(299/500)] nonsense_098 OK (lines=28)
[2026-03-09 05:41:05]     [mermaid.ink 400] attempt 1
[2026-03-09 05:41:11]     [mermaid.ink 400] attempt 2
[2026-03-09 05:41:16]     [mermaid.ink 400] attempt 3
[2026-03-09 05:41:20]   [(300/500)] nonsense_099 PNG 渲染失败
[2026-03-09 05:41:31]     [mermaid.ink 400] attempt 1
[2026-03-09 05:41:37]     [mermaid.ink 400] attempt 2
[2026-03-09 05:41:42]     [mermaid.ink 400] attempt 3
[2026-03-09 05:41:46]   [(300/500)] nonsense_099 PNG 渲染失败
[2026-03-09 05:42:09]   [(300/500)] nonsense_099 OK (lines=12)
[2026-03-09 05:42:18]     [mermaid.ink 400] attempt 1
[2026-03-09 05:42:24]     [mermaid.ink 400] attempt 2
[2026-03-09 05:42:30]     [mermaid.ink 400] attempt 3
[2026-03-09 05:42:34]   [(301/500)] nonsense_100 PNG 渲染失败
[2026-03-09 05:42:46]     [mermaid.ink 400] attempt 1
[2026-03-09 05:42:52]     [mermaid.ink 400] attempt 2
[2026-03-09 05:42:57]     [mermaid.ink 400] attempt 3
[2026-03-09 05:43:01]   [(301/500)] nonsense_100 PNG 渲染失败
[2026-03-09 05:43:26]   [(301/500)] nonsense_100 OK (lines=26)
[2026-03-09 05:43:53]   [(302/500)] nonsense_101 OK (lines=27)
[2026-03-09 05:44:14]   [(303/500)] nonsense_102 OK (lines=18)
[2026-03-09 05:44:23]     [mermaid.ink 400] attempt 1
[2026-03-09 05:44:28]     [mermaid.ink 400] attempt 2
[2026-03-09 05:44:34]     [mermaid.ink 400] attempt 3
[2026-03-09 05:44:38]   [(304/500)] nonsense_103 PNG 渲染失败
[2026-03-09 05:44:52]     [mermaid.ink 400] attempt 1
[2026-03-09 05:44:57]     [mermaid.ink 400] attempt 2
[2026-03-09 05:45:03]     [mermaid.ink 400] attempt 3
[2026-03-09 05:45:07]   [(304/500)] nonsense_103 PNG 渲染失败
[2026-03-09 05:45:19]     [mermaid.ink 400] attempt 1
[2026-03-09 05:45:25]     [mermaid.ink 400] attempt 2
[2026-03-09 05:45:30]     [mermaid.ink 400] attempt 3
[2026-03-09 05:45:34]   [(304/500)] nonsense_103 PNG 渲染失败
[2026-03-09 05:45:59]   [(304/500)] nonsense_103 OK (lines=31)
[2026-03-09 05:46:28]   [(305/500)] nonsense_104 OK (lines=49)
[2026-03-09 05:46:52]   [(306/500)] nonsense_105 OK (lines=53)
[2026-03-09 05:47:22]   [(307/500)] nonsense_106 OK (lines=51)
[2026-03-09 05:47:29]     [mermaid.ink 400] attempt 1
[2026-03-09 05:47:35]     [mermaid.ink 400] attempt 2
[2026-03-09 05:47:40]     [mermaid.ink 400] attempt 3
[2026-03-09 05:47:44]   [(308/500)] nonsense_107 PNG 渲染失败
[2026-03-09 05:47:54]     [mermaid.ink 400] attempt 1
[2026-03-09 05:47:59]     [mermaid.ink 400] attempt 2
[2026-03-09 05:48:05]     [mermaid.ink 400] attempt 3
[2026-03-09 05:48:09]   [(308/500)] nonsense_107 PNG 渲染失败
[2026-03-09 05:48:20]     [mermaid.ink 400] attempt 1
[2026-03-09 05:48:26]     [mermaid.ink 400] attempt 2
[2026-03-09 05:48:32]     [mermaid.ink 400] attempt 3
[2026-03-09 05:48:36]   [(308/500)] nonsense_107 PNG 渲染失败
[2026-03-09 05:48:54]   [(308/500)] nonsense_107 OK (lines=8)
[2026-03-09 05:49:17]   [(309/500)] nonsense_108 OK (lines=23)
[2026-03-09 05:49:45]   [(310/500)] nonsense_109 OK (lines=51)
[2026-03-09 05:49:53]     [mermaid.ink 400] attempt 1
[2026-03-09 05:49:59]     [mermaid.ink 400] attempt 2
[2026-03-09 05:50:04]     [mermaid.ink 400] attempt 3
[2026-03-09 05:50:08]   [(311/500)] nonsense_110 PNG 渲染失败
[2026-03-09 05:50:20]     [mermaid.ink 400] attempt 1
[2026-03-09 05:50:25]     [mermaid.ink 400] attempt 2
[2026-03-09 05:50:31]     [mermaid.ink 400] attempt 3
[2026-03-09 05:50:35]   [(311/500)] nonsense_110 PNG 渲染失败
[2026-03-09 05:50:46]     [mermaid.ink 400] attempt 1
[2026-03-09 05:50:52]     [mermaid.ink 400] attempt 2
[2026-03-09 05:50:57]     [mermaid.ink 400] attempt 3
[2026-03-09 05:51:01]   [(311/500)] nonsense_110 PNG 渲染失败
[2026-03-09 05:51:26]   [(311/500)] nonsense_110 OK (lines=16)
[2026-03-09 05:51:53]   [(312/500)] nonsense_111 OK (lines=32)
[2026-03-09 05:52:05]     [mermaid.ink 503] attempt 1
[2026-03-09 05:52:24]   [(313/500)] nonsense_112 OK (lines=13)
[2026-03-09 05:52:31]     [mermaid.ink 400] attempt 1
[2026-03-09 05:52:37]     [mermaid.ink 400] attempt 2
[2026-03-09 05:52:42]     [mermaid.ink 400] attempt 3
[2026-03-09 05:52:46]   [(314/500)] nonsense_113 PNG 渲染失败
[2026-03-09 05:53:12]   [(314/500)] nonsense_113 OK (lines=15)
[2026-03-09 05:53:20]     [mermaid.ink 400] attempt 1
[2026-03-09 05:53:25]     [mermaid.ink 400] attempt 2
[2026-03-09 05:53:31]     [mermaid.ink 400] attempt 3
[2026-03-09 05:53:35]   [(315/500)] nonsense_114 PNG 渲染失败
[2026-03-09 05:53:59]   [(315/500)] nonsense_114 OK (lines=14)
[2026-03-09 05:54:20]   [(316/500)] nonsense_115 OK (lines=20)
[2026-03-09 05:54:28]     [mermaid.ink 400] attempt 1
[2026-03-09 05:54:33]     [mermaid.ink 400] attempt 2
[2026-03-09 05:54:39]     [mermaid.ink 400] attempt 3
[2026-03-09 05:54:43]   [(317/500)] nonsense_116 PNG 渲染失败
[2026-03-09 05:55:06]   [(317/500)] nonsense_116 OK (lines=13)
[2026-03-09 05:55:30]   [(318/500)] nonsense_117 OK (lines=26)
[2026-03-09 05:55:45]   [(319/500)] nonsense_118 OK (lines=7)
[2026-03-09 05:56:09]   [(320/500)] nonsense_119 OK (lines=21)
[2026-03-09 05:56:17]     [mermaid.ink 400] attempt 1
[2026-03-09 05:56:22]     [mermaid.ink 400] attempt 2
[2026-03-09 05:56:28]     [mermaid.ink 400] attempt 3
[2026-03-09 05:56:32]   [(321/500)] nonsense_120 PNG 渲染失败
[2026-03-09 05:56:56]   [(321/500)] nonsense_120 OK (lines=17)
[2026-03-09 05:57:22]   [(322/500)] nonsense_121 OK (lines=53)
[2026-03-09 05:57:44]   [(323/500)] nonsense_122 OK (lines=28)
[2026-03-09 05:58:06]   [(324/500)] nonsense_123 OK (lines=40)
[2026-03-09 05:58:28]   [(325/500)] nonsense_124 OK (lines=22)
[2026-03-09 05:58:49]   [(326/500)] nonsense_125 OK (lines=26)
[2026-03-09 05:59:14]   [(327/500)] nonsense_126 OK (lines=24)
[2026-03-09 05:59:22]     [mermaid.ink 400] attempt 1
[2026-03-09 05:59:28]     [mermaid.ink 400] attempt 2
[2026-03-09 05:59:33]     [mermaid.ink 400] attempt 3
[2026-03-09 05:59:37]   [(328/500)] nonsense_127 PNG 渲染失败
[2026-03-09 06:00:03]   [(328/500)] nonsense_127 OK (lines=20)
[2026-03-09 06:00:23]   [(329/500)] nonsense_128 OK (lines=22)
[2026-03-09 06:00:40]   [(330/500)] nonsense_129 OK (lines=11)
[2026-03-09 06:01:02]   [(331/500)] nonsense_130 OK (lines=24)
[2026-03-09 06:01:29]   [(332/500)] nonsense_131 OK (lines=37)
[2026-03-09 06:01:48]   [(333/500)] nonsense_132 OK (lines=19)
[2026-03-09 06:01:55]     [mermaid.ink 400] attempt 1
[2026-03-09 06:02:01]     [mermaid.ink 400] attempt 2
[2026-03-09 06:02:06]     [mermaid.ink 400] attempt 3
[2026-03-09 06:02:10]   [(334/500)] nonsense_133 PNG 渲染失败
[2026-03-09 06:02:29]   [(334/500)] nonsense_133 OK (lines=8)
[2026-03-09 06:02:44]   [(335/500)] nonsense_134 OK (lines=8)
[2026-03-09 06:03:07]   [(336/500)] nonsense_135 OK (lines=34)
[2026-03-09 06:03:32]   [(337/500)] nonsense_136 OK (lines=34)
[2026-03-09 06:03:56]   [(338/500)] nonsense_137 OK (lines=50)
[2026-03-09 06:04:08]     [mermaid.ink 400] attempt 1
[2026-03-09 06:04:14]     [mermaid.ink 400] attempt 2
[2026-03-09 06:04:19]     [mermaid.ink 400] attempt 3
[2026-03-09 06:04:23]   [(339/500)] nonsense_138 PNG 渲染失败
[2026-03-09 06:04:53]   [(339/500)] nonsense_138 OK (lines=53)
[2026-03-09 06:05:12]   [(340/500)] nonsense_139 OK (lines=16)
[2026-03-09 06:05:19]     [mermaid.ink 400] attempt 1
[2026-03-09 06:05:24]     [mermaid.ink 400] attempt 2
[2026-03-09 06:05:30]     [mermaid.ink 400] attempt 3
[2026-03-09 06:05:34]   [(341/500)] nonsense_140 PNG 渲染失败
[2026-03-09 06:05:45]     [mermaid.ink 400] attempt 1
[2026-03-09 06:05:51]     [mermaid.ink 400] attempt 2
[2026-03-09 06:05:56]     [mermaid.ink 400] attempt 3
[2026-03-09 06:06:00]   [(341/500)] nonsense_140 PNG 渲染失败
[2026-03-09 06:06:10]     [mermaid.ink 400] attempt 1
[2026-03-09 06:06:15]     [mermaid.ink 400] attempt 2
[2026-03-09 06:06:21]     [mermaid.ink 400] attempt 3
[2026-03-09 06:06:25]   [(341/500)] nonsense_140 PNG 渲染失败
[2026-03-09 06:06:34]     [mermaid.ink 400] attempt 1
[2026-03-09 06:06:40]     [mermaid.ink 400] attempt 2
[2026-03-09 06:06:45]     [mermaid.ink 400] attempt 3
[2026-03-09 06:06:49]   [(341/500)] nonsense_140 PNG 渲染失败
[2026-03-09 06:07:00]     [mermaid.ink 400] attempt 1
[2026-03-09 06:07:05]     [mermaid.ink 400] attempt 2
[2026-03-09 06:07:11]     [mermaid.ink 400] attempt 3
[2026-03-09 06:07:15]   [(341/500)] nonsense_140 PNG 渲染失败
[2026-03-09 06:07:19]   [(341/500)] nonsense_140 失败，已跳过
[2026-03-09 06:07:45]   [(342/500)] nonsense_141 OK (lines=56)
[2026-03-09 06:08:09]   [(343/500)] nonsense_142 OK (lines=19)
[2026-03-09 06:08:27]   [(344/500)] nonsense_143 OK (lines=11)
[2026-03-09 06:08:49]   [(345/500)] nonsense_144 OK (lines=35)
[2026-03-09 06:08:57]     [mermaid.ink 400] attempt 1
[2026-03-09 06:09:02]     [mermaid.ink 400] attempt 2
[2026-03-09 06:09:08]     [mermaid.ink 400] attempt 3
[2026-03-09 06:09:12]   [(346/500)] nonsense_145 PNG 渲染失败
[2026-03-09 06:09:36]   [(346/500)] nonsense_145 OK (lines=18)
[2026-03-09 06:10:01]   [(347/500)] nonsense_146 OK (lines=27)
[2026-03-09 06:10:25]   [(348/500)] nonsense_147 OK (lines=45)
[2026-03-09 06:10:45]   [(349/500)] nonsense_148 OK (lines=15)
[2026-03-09 06:11:10]   [(350/500)] nonsense_149 OK (lines=29)
[2026-03-09 06:11:27]   [(351/500)] nonsense_150 OK (lines=17, introduced_errors=6)
[2026-03-09 06:11:49]   [(352/500)] nonsense_151 OK (lines=28, introduced_errors=6)
[2026-03-09 06:12:04]   [(353/500)] nonsense_152 OK (lines=10, introduced_errors=6)
[2026-03-09 06:12:22]   [(354/500)] nonsense_153 OK (lines=17, introduced_errors=6)
[2026-03-09 06:12:39]   [(355/500)] nonsense_154 OK (lines=24, introduced_errors=6)
[2026-03-09 06:12:56]   [(356/500)] nonsense_155 OK (lines=25, introduced_errors=6)
[2026-03-09 06:13:13]   [(357/500)] nonsense_156 OK (lines=20, introduced_errors=5)
[2026-03-09 06:13:22]     [mermaid.ink 400] attempt 1
[2026-03-09 06:13:28]     [mermaid.ink 400] attempt 2
[2026-03-09 06:13:33]     [mermaid.ink 400] attempt 3
[2026-03-09 06:13:37]   [(358/500)] nonsense_157 PNG 渲染失败
[2026-03-09 06:14:00]   [(358/500)] nonsense_157 OK (lines=20, introduced_errors=6)
[2026-03-09 06:14:19]   [(359/500)] nonsense_158 OK (lines=22, introduced_errors=6)
[2026-03-09 06:14:36]   [(360/500)] nonsense_159 OK (lines=21, introduced_errors=7)
[2026-03-09 06:14:54]   [(361/500)] nonsense_160 OK (lines=20, introduced_errors=6)
[2026-03-09 06:15:11]   [(362/500)] nonsense_161 OK (lines=56, introduced_errors=5)
[2026-03-09 06:15:28]   [(363/500)] nonsense_162 OK (lines=16, introduced_errors=5)
[2026-03-09 06:15:43]   [(364/500)] nonsense_163 OK (lines=11, introduced_errors=6)
[2026-03-09 06:16:06]   [(365/500)] nonsense_164 OK (lines=90, introduced_errors=6)
[2026-03-09 06:16:25]   [(366/500)] nonsense_165 OK (lines=20, introduced_errors=6)
[2026-03-09 06:16:42]   [(367/500)] nonsense_166 OK (lines=15, introduced_errors=6)
[2026-03-09 06:16:57]   [(368/500)] nonsense_167 OK (lines=11, introduced_errors=5)
[2026-03-09 06:17:12]   [(369/500)] nonsense_168 OK (lines=11)
[2026-03-09 06:17:31]   [(370/500)] nonsense_169 OK (lines=21, introduced_errors=5)
[2026-03-09 06:17:52]   [(371/500)] nonsense_170 OK (lines=36, introduced_errors=6)
[2026-03-09 06:18:14]   [(372/500)] nonsense_171 OK (lines=29, introduced_errors=6)
[2026-03-09 06:18:31]   [(373/500)] nonsense_172 OK (lines=16, introduced_errors=6)
[2026-03-09 06:18:52]   [(374/500)] nonsense_173 OK (lines=25, introduced_errors=7)
[2026-03-09 06:19:09]   [(375/500)] nonsense_174 OK (lines=16, introduced_errors=6)
[2026-03-09 06:19:28]   [(376/500)] nonsense_175 OK (lines=23, introduced_errors=5)
[2026-03-09 06:19:49]   [(377/500)] nonsense_176 OK (lines=18, introduced_errors=6)
[2026-03-09 06:20:05]   [(378/500)] nonsense_177 OK (lines=16, introduced_errors=6)
[2026-03-09 06:20:26]   [(379/500)] nonsense_178 OK (lines=33, introduced_errors=6)
[2026-03-09 06:20:50]   [(380/500)] nonsense_179 OK (lines=25, introduced_errors=6)
[2026-03-09 06:21:02]     [mermaid.ink 503] attempt 1
[2026-03-09 06:21:19]   [(381/500)] nonsense_180 OK (lines=13, introduced_errors=5)
[2026-03-09 06:21:40]   [(382/500)] nonsense_181 OK (lines=23, introduced_errors=7)
[2026-03-09 06:22:01]   [(383/500)] nonsense_182 OK (lines=24, introduced_errors=7)
